ID,Text,Comment
NewGameConfigurationPanel.EnableBadtides,Bulantı mevsimleri,"Label of the checkbox that enables badtides, ""Badtides"" should be plural of Weather.Badtide."
NewGameConfigurationPanel.EnableDroughts,Kuraklıklar,"Label of the checkbox that enables droughts, ""Droughts"" should be plural of Weather.Drought."
NewGameConfigurationPanel.FoodConsumption,Besin tüketimi,"Label of a setting, how much food beavers consume during a game. For example 'Food consumption: 60%'"
NewGameConfigurationPanel.For,-,"Specifies a duration, between text fields, example usage: 'Drought duration handicap: [50%] for [10] cycles'"
NewGameConfigurationPanel.DroughtDurationHandicap,Kuraklık süresi handikabı,"Label of a setting, makes droughts shorter during a game, example usage: 'Drought duration handicap: 50%"
NewGameConfigurationPanel.Hard,Zor,Game mode keep short
NewGameConfigurationPanel.HardModeDescription,"İnsanlar hayatta kalamadı, sen de kalamayacaksın.

Yerleşimin sınırlı kaynaklarla başlar.

Kuraklıklar ve bulantı mevsimleri çok sert geçer ve zamanla daha da şiddetli hâle gelir.

Dişlerini bile.",Hard difficulty description. 'did not make it' as in they did not survive. 'sharpen your incisors' is meant to be a kind of a call to arms before a tough game. Badtide should be the same as Weather.Badtide
NewGameConfigurationPanel.InjuryChance,Yaralanma ihtimali,"Label of a setting, how often injuries occur in workshops (relative to predefined value), example usage: 'Injury chance: 50%'. Injury must be the same as Need.Injury.DisplayName"
NewGameConfigurationPanel.Normal,Normal,Game mode keep short
NewGameConfigurationPanel.NormalModeDescription,"Kendine meydan okumak istiyorsun.

Yerleşimin ortalama kaynaklarla başlar.

Kuraklıklar ve bulantı mevsimleri başta hafiftir ancak gittikçe daha şiddetli hâle gelir.", Badtide should be the same as Weather.Badtide
NewGameConfigurationPanel.Start,Başlat,A button starting the game please keep short
NewGameConfigurationPanel.StartingAdults,Başlangıç yetişkinleri,"Label of a setting, number of adults spawned at the start of a game."
NewGameConfigurationPanel.StartingChildren,Başlangıç yavruları,"Label of a setting, number of children spawned at the start of a game."
NewGameConfigurationPanel.StartingFood,Başlangıç besini,"Label of a setting, amount of food available at the start of a game."
NewGameConfigurationPanel.StartingWater,Başlangıç suyu,"Label of a setting, amount of water available at the start of a game."
NewGameConfigurationPanel.TemperateWeatherDuration,Ilıman hava süresi,"Label of a setting, how long temperate weather is during each cycle."
NewGameConfigurationPanel.To,ila,"Describes a range of numbers, example usage: '20 to 50%'"
NewGameConfigurationPanel.SubHeader,Oyun Modu,
NewGameConfigurationPanel.WaterConsumption,Su tüketimi,"Label of a setting, how much water beavers consume during a game, for example 'Water consumption: 60%'."
NewGameConfigurationPanel.ChanceForBadtide,Bulantı mevsimi ihtimali,"Label of a setting, what is the chance for a badtide season. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.CyclesBeforeBadtideRandomization,Bulantı mevsimi olmayan döngüler,"Label of a setting, how many cycles there will be without badtide seaon possibility. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDuration,Bulantı mevsimi süresi,"Label of a setting, how long badtide season could be. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDurationHandicap,Bulantı mevsimi süresi handikabı,"Label of a setting, makes badtide season shorter during a game, example usage: 'Badtide duration handicap: 50%. Badtide should be the same as Weather.Badtide"
NewGameFactionPanel.SubHeader,Grubunu Seç,
NewGameMapPanel.SubHeader,Harita Seç,
NewGame.Notification,Ahşap ve su bulundu. Yeni bir başlangıç.,Notification when a new game is started
NewMapPanel.Header,Yeni harita oluştur,
Planting.NoPriorityOption,Hiçbiri,No resource is prioritized
Planting.Prioritize,Öncelikli kaynak:,Which resource to prioritize when planting.
Planting.ReplantDeadTrees,Kesim için işaretlenmemiş ölü ağaçları tekrar dik,Label of toggle in forester panel fragment
Planting.UnlockPrompt,{1} ekmek için {0} yapısının kilidi açılmış olmalı.,{0} stands for Building.DisplayName {1} stands for NaturalResource.DisplayName.
PlantingTool.Description,Bu aracı kullanarak bir ekim alanı belirle.,
PlantingTool.RequiredBuilding,Gereken yapı: {0},{0} stands for Building.DisplayName.
PlayerData.CorruptedDataInfo.CorruptedFilePresent,Bozuk oyuncu verisi dosyasına <link><b>oyun belgeleri klasöründe</b></link> göz atabilirsin.,Corrupted means broken or unusable due to some error.
PlayerData.CorruptedDataInfo.Header,Oyuncu verisi dosyasını okuma sırasında bir hata yaşandı. Yerel dosyalardan içeriği onardık ancak bazı tercihlerin (kilidi açılmış gruplar ve ustalaşılan haritalar dâhil) kaybolmuş olabilir.,
Population.AllPerished,"Tüm kunduzlar yok olmuş olsa da nehir akmaya devam etti.
Kısa süren varlıkları âdeta bir talaş zerresi kadardı.",UI information displayed as a tooltip when the entire population has died.
Priorities.VeryLow,Çok düşük,Please keep short
Priorities.Low,Düşük,Please keep short
Priorities.Normal,Normal,Please keep short
Priorities.High,Yüksek,Please keep short
Priorities.VeryHigh,Çok yüksek,Please keep short
RecoverableGood.RecoveredGoods,Kurtarılan mallar:,Label on tooltip that shows up when the player want to destroy building(s). Followed by list of resources.
RecoveredGoodStack.DeletePrompt,Molozun içinde depolanan tüm kaynaklar kaybolur. Silmek istediğine emin misin?,"Prompt shown when the player clicks delete button on chosen rubble,Rubble should be the same as RecoveredGoodStack.DisplayName"
RecoveredGoodStack.Description,Bir yapının yıkımından geriye kalan materyaller. İnşaatçılar tarafından toplanabilir.,Description of stack of goods spawned after destroying a building. Builders should be translated the same way as in Building.BuildersHut.Description key
RecoveredGoodStack.DisplayName,Moloz,Display name of stack of goods spawned after destroying a building
RecoveredGoodStack.FlavorDescription,Zaten manzarayı kapatıyordu.,
RecoveredGoodStack.Priority,Toplama önceliği:,Setting a priority for resources gathering work on a Rubble. Could be similar to Demolish.PriorityTitle
Resources.EatableRaw,Çiğ yenebilir.,Shown on a tooltip of goods that can be eaten raw.
Resources.GatheredBy,Toplayan:,"Header above list of buildings that can gather certain resource. Gathered is meant as general term, containing resource gathering of gatherers, farmers, lumberjacks, tappers."
Ruins.ShuffleModel,Karıştırma modeli,Shuffle as in Randomize.
Saving.DeleteSave,Kaydı sil,A button. Please keep short.
Saving.DeleteSavePrompt,{0} kaydını silmek istediğinden emin misin?,{0} stands for save name
Saving.DeleteSettlement,Yerleşimi sil,A button. Please keep short.
Saving.DeleteSettlementPrompt,"{0} yerleşimini silmek istediğine emin misin? Bu eylem, yerleşimin tüm kayıtlarını siler.",{0} stands for settlement name
Saving.Error,Kayıt başarısız oldu! İsimde yasaklı karakterler olmadığından ve yeterli disk alanı olduğundan emin ol.,Message shown to player when saving game or map failed
Saving.InvalidFile,"Yüklemeye çalıştığın kayıt bozuk!

Yerleşim: {0}
Kayıt: {1}",Error message shown after trying to load a save file that is corrupted.
Saving.InvalidName,Geçersiz isim. İsimde yasaklı karakterler olmadığından emin ol.,Error message shown after inputting a settlement name with illegal characters such > < ?.
Saving.LoadGamePanelHeader,Oyun yükle,
Saving.MissingMacOSPermissionsLocKey,Kayıtlı oyunları sabit diskinde depolamak için Timberborn'un izne ihtiyacı var. Oyun şimdi kapanacak ve gerekli izinleri verebileceğin gizlilik ayarlarını açacak.,A message shown to players if they did not grant the necessary permissions on macOS.
Saving.NameSettlement,Yerleşimine ne isim vermek istersin?,A prompt in the box for naming your settlement after starting a new game.
Saving.NonCompatibleSaveVersion,"Bu kayıt büyük bir revizyondan önce yapıldığı için yüklenemez.
Kayıt uyumluluğu kaybını en aza indirmeye çalışıyoruz. Ancak geri bildirimlerinize yanıt vermeye ve oyunu geliştirmeye devam ettiğimiz için bu her zaman mümkün olmuyor.",
Saving.SaveExists,"""{0}"" kaydı zaten mevcut.",{0} stands for save name
Saving.SaveGamePanelHeader,Oyunu kaydet,
Saving.Saves,Kayıtlar,One of the two headers in the load game panel. Shown above a list of saves assigned to a settlement.
Saving.SemiCompatibleSaveVersion,"Bu kayıt sürümü ({0}) şu anki oyun sürümü ({1}) ile uyumlu değil. Bu kaydı yüklemek oyununun çökmesine ve ciddi hataların oluşmasına sebep olabilir. Yeni özelliklerin tam anlamıyla keyfini çıkarabilmek için yeni bir oyuna başlamanı şiddetle tavsiye ediyoruz. 

Yüklemek istediğine emin misin?","{0} is the save version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to load an incompatible save."
Saving.SteamCompatibilityMessage,<RedHighlight><i>Steam istemcisinde özel bir bölüme geçerek oyunun eski bir sürümünü oynayabilirsin.</i></RedHighlight>,Additional message on Steam that is shown when the save is not compatible with the current version of the game. It is shown below Saving.SemiCompatibleSaveVersion and Saving.NonCompatibleSaveVersion messages.
Saving.Settlements,Yerleşimler,One of the two headers in the load game panel. Shown above a list of settlements.
Saving.TakenName,Bu isimde bir yerleşim zaten mevcut.,Error message shown after inputting a settlement name that is already used.
Saving.Autosave,Otomatik kayıt,Name of the autosaved game
Saving.CycleUnknown,Döngü belirsiz,"Text shown in old save games labels that don't have cycle information. ""Cycle"" should be the same as in Weather.CycleAndDayLong"
Science.SciencePoints,Bilim Puanı,The name of a resource which can be spent to unlock new technology
Settings.Accessibility.Header,Erişilebilirlik,Header for accessibility section in settings panel
Settings.Accessibility.DisableStarfieldRotation,Yıldız alanı dönüşünü kapat,Label for disabling starfield (stars in the night sky) rotation in accessibility settings
Settings.Analytics.Header,Analiz,Header for the data collection/analytics consent section.
Settings.Analytics.ConsentToggle,Analiz etkinleştirildi,Selected when giving consent to data collection/analytics.
Settings.Analytics.DeleteData,Toplanan veriyi sil,Selected when withdrawing consent to data collection/analytics.
Settings.Analytics.DataDeleted,Toplanan veri silindi.,Confirmation info that the collected data has been deleted.
Settings.GameSaving.AutoSavingOn,Otomatik kayıt,
Settings.GameSaving.Header,Kaydediliyor,
Settings.Graphics.AnisotropicTextures,Eşyönsüz dokular,Label for anisotropic textures quality option
Settings.Graphics.AntiAliasingQuality,Kenar yumuşatma,Antialiasing dropdown label in graphics settings panel
Settings.Graphics.Bloom,Parlama,Label for bloom effect dropdown in graphics settings panel
Settings.Graphics.Header,Grafik kalitesi,Header for graphics quality section in settings panel
Settings.Graphics.LightQuality,Işık kalitesi,Label for Light quality dropdown
Settings.Graphics.OverallGraphicsQuality,Ön Ayar,Label for graphics quality dropdown
Settings.Graphics.Quality.Custom,Özel,Label for custom graphics quality option
Settings.Graphics.Quality.High,Yüksek,Label for high quality graphics option
Settings.Graphics.Quality.Low,Düşük,Label for low quality graphics option
Settings.Graphics.Quality.Medium,Orta,Label for medium quality graphics option
Settings.Graphics.Quality.Off,Kapalı,"Label for graphics quality option that disables certain graphic effect, please keep short"
Settings.Graphics.Quality.On,Açık,"Label for graphics quality option that enables certain graphic effect, please keep short"
Settings.Graphics.Quality.Ultra,Ultra,Label for ultra quality graphics option
Settings.Graphics.ShadowQuality,Gölge kalitesi,Label for shadow quality option
Settings.Graphics.TextureQuality,Doku kalitesi,Label for texture quality option
Settings.Graphics.WaterQuality,Su kalitesi,"Label for water quality dropdown, used in graphics settings panel"
Settings.Header,Ayarlar,
Settings.Input.DragCamera,Kamera sürüklemesi,
Settings.Input.EdgePanCamera,Kenar kaydırması,"When this option is enabled, player can move camera by moving mouse to screen edge"
Settings.Input.EdgePanCameraSpeed,Kenar kaydırma hızı,
Settings.Input.Header,Girdi,
Settings.Input.InvertZoom,Yakınlaştırmayı ters çevir,
Settings.Input.KeyboardCameraMovementSpeed,Klavye hareket hızı,
Settings.Input.KeyboardCameraRotationSpeed,Klavye dönüş hızı,
Settings.Input.KeyboardCameraZoomSpeed,Klavye yakınlaştırma hızı,
Settings.Input.LockCursorInWindow,İmleci pencereye kilitle,"When this option is enabled, mouse cursor cannot leave game window / display"
Settings.Input.MouseWheelCameraZoomSpeed,Fare tekerleğiyle yakınlaştırma hızı,Label of a slider for setting the speed of camera zooming with the mouse wheel.
Settings.Input.OnscreenKeyboard,Steam Geniş Ekran klavyesi:,Label for dropdown indicating OnScreen Keyboard mode
Settings.Input.OnScreenKeyboard.Auto,Otomatik,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.OnScreenKeyboard.Enabled,Etkin,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.OnScreenKeyboard.Disabled,Devre dışı,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.SwapMouseCameraMovementWithRotation,Kamera tuşlarını değiştir,"When this option is enabled, the middle mouse button is swapped with the right mouse button"
Settings.Language.Change,Değiştir,Please keep short
Settings.Language.Warning,"Değişimler, oyun yeniden başladığında etkili olacak.",Warning shown when user changes language
Settings.Language.Restart,Hemen yeniden başlat,Please keep short
Settings.Language.Current,Dil:,
Settings.Screen.AntiAliasing,Kenar yumuşatma,Label for anti-aliasing toggle in settings window
Settings.Screen.FrameRateLimit,Kare hızı sınırı,Label of a dropdown for setting a FPS limit. It should probably be left unchanged in most languages.
Settings.Screen.FrameRateLimit.Unlimited,Sınırsız,A dropdown value indicating unlimited frame rate.
Settings.Screen.FrameRateLimit.Value,{0} FPS,{0} is a number. FPS stands for Frames Per Second.
Settings.Screen.FullScreen,Tam ekran,
Settings.Screen.GraphicsQuality,Grafik kalitesi,
Settings.Screen.Header,Grafikler,
Settings.Screen.Quality.High,Yüksek,Please keep short
Settings.Screen.Quality.Low,Düşük,Please keep short
Settings.Screen.Quality.Medium,Orta,Please keep short
Settings.Screen.Quality.Ultra,Ultra,Please keep short
Settings.Screen.ResolutionScale,Çözünürlük ölçeği,Please keep short
Settings.Screen.ScreenHeader,Ekran,Section label in settings panel
Settings.Screen.ScreenResolution,Ekran çözünürlüğü,
Settings.Screen.VSync,Dikey Senkronizasyon,Label of a dropdown for choosing a VSync mode.
Settings.Screen.VSync.0,Kapalı,A dropdown item indicating VSync mode.
Settings.Screen.VSync.1,Açık,A dropdown item indicating VSync mode.
Settings.Screen.VSync.2,İki karede bir,A dropdown item indicating VSync mode.
Settings.Sound.EnvironmentVolume,Çevre yoğunluğu,
Settings.Sound.Header,Ses,
Settings.Sound.MasterVolume,Ana ses,
Settings.Sound.MusicVolume,Müzik sesi,
Settings.Sound.MuteWhenMinimized,Küçültüldüğünde veya odak dışında bırakıldığında sesi kapat,
Settings.Sound.UIVolume,Arayüz sesi,
Settings.Tutorial.Header,Eğitim,
Settings.Tutorial.DisableTutorial,Eğitimi devre dışı bırak,
Settings.UI.Header,Arayüz,
Settings.UI.RunInBackground,Arka planda oynat,A settings which controls whether the game should run when minimized or out of focus.
Settings.UI.ShowFps,FPS sayacını göster,
Settings.UI.UIScaleFactor,Arayüz ölçeği,
Status.BadwaterContamination.Incubation,Bu kunduz uzun süre kirli bulantıda kaldı. Şimdilik durumu iyi ama birkaç gün içinde hastalanacak.,Shown as an status alert when beaver spents too much time in contaminated water (and will get sick soon). Badwater should be the same as Good.Badwater.DisplayName.
Status.BadwaterContamination.Incubation.Short,Kunduz hasta,Shown as an status alert when beaver spents too much time in contaminated badwater (and will get sick soon). Please keep short.
Status.Beaver.Dead,Ölü,Shown in the beaver info window to explain that the beaver died
Status.BombActivationWarning,Yakında patlayacak.,Text shown in entity panel when count down is active for a water source.
Status.Bot.Dead,İmha edildi.,This shows up when a bot has been destroyed
Status.Breeding.ProgressHalted,"Üreme duraksadı, gıda bekleniyor",
Status.Breeding.ProgressHalted.Short,Üreme duraksadı,Please keep short.
Status.Buildings.BlockedByContamination,Bu yapı bulantı tarafından engelleniyor.,Shown as status when badwater contamination affects building and stops it from working. Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.BlockedByContamination.Short,Bulantı tarafından engelleniyor,Shown as status when badwater contamination affects building and stops it from working (please keep short). Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.DirectionalBlocking,"İnşaat, arkadaki inşaatın bitmesini bekliyor.","Status shown on construction sites, that need to be finished in directional order."
Status.Buildings.Flooded,Su başmış.,Notification that shows in the selected building's panel when it's flooded.
Status.Buildings.Flooded.Short,Su basmış yapı,Alert that shows up when a building is flooded. Please keep short.
Status.Buildings.NeedsWater,Bu yapının çalışması için daha derin su gerekiyor.,
Status.Buildings.NeedsWater.Short,Yapıya su gerekiyor,Please keep short.
Status.Buildings.Paused,Kapatıldı.,"Alternative terms: Paused, Switched off"
Status.Buildings.PipeObstructed,Boruda engel var.,Text shown in building panel when input pipe of water pump is obstructed.
Status.Buildings.Unreachable,Bu yapı herhangi bir bölgeye yollarla bağlı değil.,Shown when a building isn't connected to a District Center.
Status.Buildings.Unreachable.Short,Bağlı olmayan yapı,Shown when a building isn't connected to a District Center. Please keep short.
Status.Buildings.VerticalBlocking,"İnşaat, alttaki inşaatın bitmesini bekliyor.","Status shown on construction sites, that need to be finished from bottom to top."
Status.ConstructionSites.NoMaterials,Gerekli materyallerin tamamı temin edilemedi.,Shown in the building box when there are no available materials in the nearby storages or no storages nearby
Status.ConstructionSites.NoMaterials.Short,İnşaatın materyalleri eksik,Notification that the construction can't be finished. Please keep short.
Status.Distribution.InvalidConnection,"Yapı, iki bölgeye bağlı olmalıdır.","Shown as status of District Crossing, when both entrances of the building are connected to the same district or when other half is not connected to any district"
Status.Emptying.EmptyingInProgress,Yapı boşaltılıyor ve yeni mal kabul etmiyor.,
Status.FixedStockpile.Unreachable,Kaynak toplamak için bir bölgeye bağlan.,Text shown in entity panel when a stockpile building is not connected to a district and its resources cannot be collected.
Status.Hauling.NoHaulingPost,Bölgede nakliyeci yok.,Haulers are the same as in Building.HaulingPost.Description.
Status.Homelessness.Stranded,Mahsur.,This status is activated after a beaver or a bot got stranded and cut off from the village.
Status.Homelessness.Stranded.Short,Mahsur,This alert is activated after a beaver or a bot got stranded and cut off from the village. Please keep short
Status.HydroponicGarden.CultivationHalted,Yetiştirme duraksadı. Ekin yakında ölecek.,"Shown as status of Hydroponic Garden building, when it is not able to produce and its crops are about to die."
Status.HydroponicGarden.CultivationHalted.Short,Yetiştirme duraksadı,Alert that shows up when Hydroponic Garden building is not able to produce and growth is stopped. Please keep short.
Status.Inventory.NoGoodSelected,Seçili mal yok.,A warning that no good is selected for storage in warehouse.
Status.Inventory.NoGoodSelected.Short,Seçili mal yok,A warning that no good is selected for storage in warehouse. Please keep short.
Status.Inventory.UnwantedStock,Önceki stokun kaldırılması bekleniyor.,"A warning that there are different goods in a warehouse, than currently selected. Different goods needs to be taken out, before new selected goods can be brought in."
Status.Manufactory.NoRecipe,Seçili tarif yok.,A warning that no recipe is selected for crafting
Status.Manufactory.NoRecipe.Short,Seçili tarif yok,A warning that no recipe is selected for crafting. Please keep short.
Status.Mechanical.NoPower,Yapının çalışmak için enerjiye ihtiyacı var. Bir enerji kaynağına bağla.,
Status.Mechanical.NoPower.Short,Yapının enerjisi eksik,Power is not an electrical but mechanical/kinetic energy. Please keep short.
Status.NaturalResources.Contaminated,Kirlenmiş.,Shown when a plant is dying because it is contaminated. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.NaturalResources.Drying,Kuruyor.,Shown when a plant is dying because it has no access to the water
Status.NaturalResources.NotEnoughWater,Susuz.,Shown when a water plant is dying because its river or lake dried up.
Status.NaturalResources.TooMuchWater,Su başmış.,Shown when a plant is dying because it is submerged in water.
Status.Need.BadwaterContamination,Bulantıdan hastalık kapmış.,This shows up in the selected beaver's panel when it is contaminated. Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.BadwaterContamination.Short,Kunduz hasta,This shows up as an alert when a beaver is contaminated. Please keep short. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.Biofuel,Yakıt tükendi.,This shows up when a bot runs out of fuel.
Status.Need.Biofuel.Short,Botun yakıtı tükendi,This shows up when a bot runs out of fuel. Please keep short. Bot should be the same as Bot.TemplateName.
Status.Need.BrokenTeeth,Kırık diş.,This shows up when a beaver has broken teeth.
Status.Need.BrokenTeeth.Short,Kırık diş,This shows up when a beaver has broken teeth. Please keep short.
Status.Need.Energy,Enerjisi yok.,This shows up when a bot runs out of energy.
Status.Need.Energy.Short,Botun enerjisi yok,This shows up when a bot runs out of energy. Please keep short. Bot should be the same as Bot.TemplateName.
Status.Need.Hunger,Çok aç.,This shows up when a beaver's hunger reaches critical levels. Please keep short.
Status.Need.Injury,Yaralı.,This shows up in the selected beaver's panel when it has an injury.
Status.Need.Injury.Short,Kunduz yaralı,This shows up as an alert when a beaver has an injury. Please keep short.
Status.Need.Sleep,Yorgun.,
Status.Need.Thirst,Susamış.,This shows up on the entity panel when a beaver is extremely thirsty
Status.Object.UnreachableObject,Bölgeden çok uzakta ve ulaşılamıyor. Daha fazla yol veya yeni bir bölge inşa et.,"Shown when a building, construction site, demolishable object or rubble is out of a district's range."
Status.RecoveredGoodStack.NoStorage,Depolama alanı yok. Daha fazla depo inşa et.,Shown on Rubble's panel when there is no storage space for goods. Storage should be translated similar to ToolGroups.Storage
Status.Science.NotEnoughScience,Çalıştırmak için yeterli Bilim Puanı yok.,Shown when the player doesn't have enough Science Points to power a building. Science Points should be the same as Science.SciencePoints
Status.Science.NotEnoughScience.Short,Yetersiz Bilim Puanı,Prompt when player doesn't have enough science points to unlock something. Please keep short. Science Points should be the same as Science.SciencePoints
Status.TimedActivationWarning,Yakında aktive olacak.,Text shown in entity panel when count down is active for a water source.
Status.TimedComponentActivator.Short,{0} gün,"Text shown in alert area when count down is active, please keep short."
Status.UnstableCoreActivationWarning,Yakında patlayacak.,Text shown in entity panel when count down is active for a unstable core.
Status.Wonder.NotEnoughGoods,Fırlatmak için yeterli malzeme yok.,Shown when the player tries to activate a Wonder but the building does not have all of its materials stored yet.
Status.Wonder.NotEnoughWorkers,Fırlatmak için yeterli işçi yok.,Shown when the player tries to activate a Wonder but there are not enough workers to operate the building.
Status.Work.LackOfResources,Gerekli materyallerin tamamı temin edilemedi.,
Status.Work.LackOfResources.Short,Yapının materyalleri eksik,Please keep short.
Status.Work.NoUnemployed,Bölgede uygun işçi yok.,Shown when there are no unemployed workers available in a district to work in this building.
Status.Work.NoUnemployed.Short,Yapının işçileri eksik,A notification that lets players know that the building has no workers. Please keep short.
Status.Yielding.NothingToDoInRange,Menzilde yapacak iş yok,
SteamWorkshop.Changelog,Değişiklik günlüğü,Label of the text field that allows entering the changelog of the item to be uploaded to Steam Workshop.
SteamWorkshop.Description,Açıklama,Label of the text field that allows entering the description of the item to be uploaded to Steam Workshop.
SteamWorkshop.LegalAgreement,Bu eşyayı gönderdiğinde <link><u>atölye hizmet koşullarını</u></link> kabul etmiş sayılırsın.,Tagged text is a highlightable link to the Steam Workshop terms of service. Do not remove or translate tags.
SteamWorkshop.Name,İsim,Label of the text field that allows entering the name of the item to be uploaded to Steam Workshop.
SteamWorkshop.Preview,Ön izleme,Label of the preview of the item to be uploaded to Steam Workshop.
SteamWorkshop.RefreshThumbnail,Yenile,Label of a button that tries to load the preview of the item to be uploaded to Steam Workshop.
SteamWorkshop.ShowWorkshopItem,Steam Atölyesi'nde aç,Label of the button that opens the Steam Workshop page of the item that has been uploaded to Steam Workshop.
SteamWorkshop.SteamMapTooltip,Steam Atölyesi haritası,Tooltip on the map icon that indicates that the map is from Steam Workshop.
SteamWorkshop.Tags,Etiketler,Label of the list of tags in Steam Workshop that user can set. It should be translated the same way as Steam is translating it: https://partner.steamgames.com/doc/features/workshop/tags
SteamWorkshop.Update,Güncelle,Label of the checkbox that determines whether certain elements of the item to be uploaded to Steam Workshop should be updated.
SteamWorkshop.UploadAsNew,Yeni olarak yükle,Label of the checkbox that determines whether the item to be uploaded to Steam Workshop should be uploaded as a new item or as an update to an existing item.
SteamWorkshop.UploadButton,Yükle,Text on the button that starts uploading the item to Steam Workshop.
SteamWorkshop.UploadFailed,Yükleme başarısız oldu. Steam hata kodu: {0},"Message that is shown when an item could not be uploaded to Steam Workshop. {0} is the error code, for example ""k_EResultAccessDenied (15)"""
SteamWorkshop.UploadHeader,Steam Atölyesi'ne yükle,Header of the panel that allows uploading items to Steam Workshop.
SteamWorkshop.UploadProgress,{0} yükleniyor,Message that is shown when an item is being uploaded to Steam Workshop. {0} stands for percentage value of the upload progress. Please keep short.
SteamWorkshop.UploadSuccess,İçeriğin yüklendi!,Message that is shown when an item has been successfully uploaded to Steam Workshop.
SteamWorkshop.UploadToSteamWorkshop,Steam Atölyesi'ne yükle,Label of a button that uploads a mod to Steam Workshop.
SteamWorkshop.Visibility,Görünürlük,Label of the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Friends,Yalnızca arkadaşlar,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Private,Gizli,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Public,Herkese açık,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Unlisted,Listede görünmesin,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
StockpilePriority.Accept,Kabul et,"Please keep short. Defines a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Accept.Long,Malları kabul et.,"Describes a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Empty,Boşalt,"Please keep short. Defines a state of a warehouse, where it is going to be emptied"
StockpilePriority.Empty.Long,Malları başka depolara boşalt.,"Describes a state of a warehouse, where it is going to be emptied"
StockpilePriority.Obtain,Al,"Please keep short. Defines a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Obtain.Long,Başka depolardan mallar al.,"Describes a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Supply,Tedarik et,"Please keep short. Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
StockpilePriority.Supply.Long,Başka depolara mal tedarik et.,"Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
TerrainPhysicsPostLoader.TerrainHasNoSupport,Arazinin desteği geçersizdi ve silindi.,Warning shown when loaded terrain has invalid physical support
Thumbnail.NoPreview,Ön izleme yok,Text shown with default thumbnail when the selected map or save has no preview image
Time.DaysShort,{0} g,"{0} stands for days, for example 16d. Please keep very short."
TimedComponentActivator.CountdownNotActive,Pasif,Text shown in entity panel when count down is not active for entity.
TimedComponentActivator.CyclesUntilCountdownActivation,Geri sayım aktivasyon döngüsü,Label for input field shown in entity panel in editor. Allows to set a cycle number in which count down will start.
TimedComponentActivator.DaysUntilActivationLoc,Gün olarak kalan geri sayım süresi,Label for input field shown in entity panel in editor. Allows to set a number of days until activation.
TimedComponentActivator.DaysUntilActivationProgress,Aktive olmasına kalan: {0} gün,Text shown in entity panel during gameplay when count down is active. Informs abount time left until activation.
TimedComponentActivator.DaysUntilExplosionProgress,Patlamasına kalan: {0} gün,Text shown in entity panel during gameplay when count down is active. Informs abount time left until activation.
TimedComponentActivator.IsEnabledToggle,Gecikmiş aktivasyon,Label for toggle in entity panel in editor. Allows to enable or disable time activation.
Time.HourShort,s,Hour abbreviation
Time.HoursShort,{0} s,"{0} stands for hours, for example 16h. Please keep very short. (renamed from Work.WorkingHoursShort)"
ToolGroups.Decoration,Dekorasyon,Buildings and objects that are for decoration
ToolGroups.Demolishing,Yapıları ve kaynakları yık,
ToolGroups.DistrictManagement,Bölge Yönetimi,"Toolbar category for buildings used for district management - that includes builders, moving goods and making new districts"
ToolGroups.FieldsPlanting,Ekin ek,This is in active voice as in 'to plant crops'
ToolGroups.Food,Yiyecek,Buildings pertaining to growing and production of food
ToolGroups.ForestryPlanting,Ağaç ve çalı dik,This is in active voice
ToolGroups.Housing,Barınma,Buildings that beavers can live in
ToolGroups.Landscaping,Peyzaj,Buildings that allow changes to land such as Dams or Dynamite
ToolGroups.NaturalOverhangs,Doğal Saçaklar,Name for the category grouping natural/rock overhangs in the toolbar.
ToolGroups.MapEditor,Harita düzenleyici,Objects specific to map editor such as starting point or water source
ToolGroups.MapEditorObjects,Nesneler,
